username,komentar,sentimen,Waktu,,,
vincent.eh.12,Semoga ibadah anak dan lansia mulai tatap muka lagi nih kalo corona berakhir? Aminn...,Positif,02/03/21 10:13:43,,,
kunyielexetcute,biasalah…,Negatif,02/03/21 10:48:24,,,
lienna_hadiwisastraa,Semoga sehat selalu,Positif,02/03/21 11:07:11,,,
mysyifa_1905,"Bp Jokowi izin bertanya,apakah siswa/siswi mendapatkan vaksinasi pa?",Positif,02/03/21 13:18:49,,,
fufu_ayu,Lombok kapan pak???,Positif,02/03/21 13:51:47,,,
masona.prasetyo,"Saya Siap Divaksin Pak, Siapa lagi nih yang siap?",Positif,02/03/21 13:58:42,,,
f3rr_v4l,"Waspada Pak @jokowi ,Sudah BERMUTASI B117 UK …",Positif,02/03/21 15:38:13,,,
anie.malik.564,udah jenuh plus ekonomi Morat Marit gara2 jualan suami sepi.,Negatif,02/03/21 15:48:15,,,
johngoblr,haha vaksin,Negatif,02/03/21 16:49:29,,,
afriaarisa,Pak jokowi kapan isentif penanganan covid untk nakes dikeluarkan sudah 3 bulan lebih pak blm ada kepastian,Negatif,02/03/21 17:41:36,,,
pelangitbm,Semoga sehat dan lancar semua acara.,Positif,02/03/21 18:00:42,,,
eigerianindonesia,Sehat terus pak presiden,Positif,02/03/21 20:08:22,,,
meliana_1098,Semoga sehat selalu,Positif,02/03/21 20:11:25,,,
kenzualfurqonbainal,Makasih banyak ya pak,Positif,02/03/21 21:39:09,,,
renal_mansyur,VAKSIN TERBAIK ADALAH  KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA.,Negatif,02/03/21 22:02:03,,,
bkn_jakartatimur,Jayalah Indonesiaku,Positif,02/03/21 22:03:06,,,
rizqi_natasya_priyatin,Pak Jokowi saya minta bantuan pak semoga saya di dksih e,Positif,02/03/21 22:50:57,,,
hiu_ni,"Pak daerah bogor,parung blm dpt vaksin dr pemerintah",Positif,02/03/21 23:47:54,,,
erwinmaming123,Selamat pagi Pak Joko Widodo Semoga sehat wal'afiat sekeluarga.. Aamiin,Positif,02/03/21 23:48:37,,,
ajepe.prasetyo,"Pak, sy kapan pak divaksin? Umur 30 pak",Positif,03/03/21 00:19:20,,,
dr.muslimkasim,Mohon vaksin gotong royong bisa jd perhatian pak @jokowi karena menimbulkan rasa ketidakadilan dan berpotensi menghalangi tercapainya tujuan program vaksinasi nasional covid19,Negatif,03/03/21 00:23:53,,,
tudej.o,"Yang positif setelah divaksin trus meninggal itu gimana bos ? Berhenti aja jadi presiden bos!!! Kalo masih disetir kepentingan para elite, ato jangan"" bos juga ikut bermain di bisnis ini?",Negatif,03/03/21 00:38:42,,,
b3j0oke,Kereeen.,Positif,03/03/21 00:39:24,,,
b3j0oke,Saya sudah divaksin. Nggak sakit kok.  Nggak pegel pegel atau keluhan lainnya.  Asik dan nyaman.,Positif,03/03/21 00:39:59,,,
maryetidarmadewi,Pak jokowi saya punya usul untuk suntik vaksinasi covid 29 agar ditargetkan 100 persen rakyat yg bisa memenuhi kesehatan .supaya rakyat indonesia tidak terkena lagi covid 19 jadi jangan target 75 persen,Negatif,03/03/21 00:46:51,,,
alqiqouw2912,Saya mohon tegaskan orang2 yg di indonesia sini yg sementara ngeyel ga mau pake masker agar mereka mau pake masker biar covidnya cepet hilang…,Negatif,03/03/21 00:50:04,,,
ida_ayuwahyuni,"smg kita semua sehat dan dilindungi Tuhan, panjang unur dan sukses",Positif,03/03/21 01:12:11,,,
bonegmail.comishak,Sebagai warga Negara Indonesia wajib mengikuti apa yg Presiden Jokowi perintahkan kita harus melasanakannya,Positif,03/03/21 01:44:02,,,
alfianyindah,Sudah menjadi Rahasia umum pak.. BISNIS DIBALIK PANDEMI,Negatif,03/03/21 03:57:12,,,
nasywahusnaalmahyra,Semangat terus Bapak presidenku,Positif,03/03/21 12:07:37,,,
bacaketeranganprofilsy,"Kalau Bisa Pak @jokowi Jgn Terlalu Sibuk Dengan Vaksin,Biar Menkes nya Bekerja Dengan Tugasnya,Lebih Baik Pak @jokowi Visit Ke Negara Sahabat untuk bertemu.. membicarakan Kerjasama Ekonomi Agar Putra Putri Bangsa Bisa Bekerja..karena sy melihat indeks angka pengangguran semakin meningkat.",Negatif,03/03/21 12:44:21,,,
widyarajamora,Mudah2an tenaga vaksin nya cukup untuk 270 jt WNI..,Positif,03/03/21 14:40:57,,,
idaclction,Terima kasih Bpk Presiden... semangatya Pak,Positif,03/03/21 17:36:28,,,
nurhayaniyeni30,Kaltim samarinda hadir salam sehat smg lancar,Positif,03/03/21 21:58:25,,,
wayansusilaput,Kenapa kita harus di vaksin pak?,Positif,04/03/21 03:35:11,,,
